Time,Vx,PbkD_L1,PbkD_L2,PbkD_R1,PbkD_R2,Ax,AV_Eng,Ay,StrSWr_1,Qfuel,CmpS_L1,CmpS_L2,CmpS_R1,CmpS_R2
11.225,45.2689816,0,0,0,0,0.013368968,1915.047226,0.206940824,2.297172101,0.000774334,114.657201,69.92789563,133.1203185,88.4819425
11.25,45.282798,0,0,0,0,0.014662198,1920.253071,0.207588784,2.29709083,0.000782545,114.1799132,70.0538057,132.665606,88.61792824
11.275,45.29804775,0,0,0,0,0.016574577,1926.261137,0.208160819,2.295234342,0.000789414,113.715227,70.16320589,132.2255459,88.73758126
11.3,45.31515137,0,0,0,0,0.018826612,1932.161498,0.208637462,2.292068246,0.000794794,113.26125,70.26020759,131.7976613,88.84511019
11.325,45.33428625,0,0,0,0,0.021152209,1937.3242,0.208998709,2.287963382,0.000798656,112.8168884,70.34740193,131.3802691,88.94293801
11.35,45.35541615,0,0,0,0,0.023335386,1941.391633,0.209236444,2.283196075,0.000801073,112.3817668,70.42629557,130.9722018,89.03198996
11.375,45.37834832,0,0,0,0,0.025261501,1944.613771,0.209359757,2.277958505,0.000805976,111.9561312,70.49762899,130.5726906,89.11208555
11.4,45.40293463,0,0,0,0,0.027141346,1948.111091,0.20938199,2.272388794,0.000811665,111.540658,70.56167888,130.1812955,89.18244146
11.425,45.42916945,0,0,0,0,0.029006012,1951.563199,0.209320564,2.266593472,0.00081597,111.136115,70.61862588,129.7977705,89.24227948
11.45,45.45700589,0,0,0,0,0.030777727,1954.643175,0.209185211,2.260635868,0.000818985,110.7430057,70.66881598,129.4219033,89.29127722
11.475,45.48632871,0,0,0,0,0.03238314,1957.145078,0.208984948,2.254547144,0.000820819,110.3613951,70.7128231,129.0534023,89.32968414
11.5,45.51696571,0,0,0,0,0.033768283,1958.971609,0.208728531,2.24833933,0.000821601,109.9910182,70.75120577,128.6919411,89.35801785
11.525,45.54870747,0,0,0,0,0.034903571,1960.135867,0.208424943,2.242013777,0.000822323,109.6315318,70.78421483,128.3372873,89.37664871
11.55,45.58136922,0,0,0,0,0.035924408,1961.586318,0.20808979,2.235569959,0.00082617,109.2827198,70.81169327,127.9893979,89.38558577
11.575,45.61495405,0,0,0,0,0.037018964,1963.496059,0.207740567,2.229024725,0.000829055,108.9444775,70.83332148,127.64835,89.38467314
11.6,45.64952096,0,0,0,0,0.038162227,1965.521014,0.207384821,2.222396902,0.000831008,108.6166295,70.84895873,127.3141935,89.37402454
11.625,45.68508803,0,0,0,0,0.039296497,1967.390217,0.207026302,2.215699661,0.000832066,108.2987284,70.85887198,126.9867987,89.3542705
11.65,45.72162021,0,0,0,0,0.040361949,1968.916566,0.206665676,2.208943798,0.000832281,107.9900436,70.86363149,126.6658474,89.32637258
11.675,45.75903356,0,0,0,0,0.04130924,1969.993353,0.206302098,2.202140077,0.000831725,107.6897369,70.8637828,126.3509662,89.29129729
11.7,45.79720895,0,0,0,0,0.042114159,1970.669376,0.205935499,2.195299166,0.000831257,107.3970897,70.85959482,126.0418934,89.24969905
11.725,45.83603444,0,0,0,0,0.042811736,1971.122168,0.205569226,2.188432906,0.000830417,107.1116484,70.85099948,125.7385713,89.2018104
11.75,45.87541878,0,0,0,0,0.043404566,1971.308842,0.205206342,2.181552445,0.000828992,106.8332268,70.83769067,125.4411288,89.14756655
11.775,45.91526596,0,0,0,0,0.043885861,1971.207621,0.204843897,2.174664029,0.000827057,106.5618006,70.81935507,125.149792,89.08683241
11.8,45.95547595,0,0,0,0,0.044253561,1970.821849,0.20448808,2.167771327,0.00082468,106.2973785,70.79583115,124.8647771,89.01957862
11.825,45.99594951,0,0,0,0,0.044511555,1970.172969,0.204140493,2.16087691,0.000821927,106.0399128,70.7671161,124.5862211,88.94592697
11.85,46.0365908,0,0,0,0,0.044630835,1968.442849,0.203797965,2.153983322,0.000802771,105.7892748,70.73329091,124.314176,88.86609349
11.875,46.07668432,0,0,0,0,0.042788419,1955.985774,0.20336813,2.147025575,0.000752207,105.5455034,70.69407117,124.0488696,88.77992405
11.9,46.11365124,0,0,0,0,0.037598733,1933.493724,0.202785131,2.139732268,0.000704576,105.3099797,70.64710616,123.791792,88.68503503
11.925,46.14462759,0,0,0,0,0.028449372,1886.515115,0.202019986,2.131802491,0.000340092,105.0867122,70.58683018,123.5465564,88.57538196
11.95,46.161287,0,0,0,0,0.005845614,1805.350245,0.200668929,2.122299029,0.000318041,104.8853294,70.50053426,123.3218631,88.43705031
11.975,46.15768626,0,0,0,0,-0.016223791,1747.747175,0.199396348,2.110480164,0.000302302,104.7218619,70.36854942,123.1317713,88.24820866
12,46.13625634,0,0,0,0,-0.03421688,1711.476975,0.198275948,2.096414944,0.000293725,104.6144717,70.17226525,122.9915284,87.98757585
12.025,46.10118682,0,0,0,0,-0.047010928,1691.949819,0.197284083,2.080240976,0.000286253,104.5743825,69.90492181,122.9112526,87.64681208
12.05,46.05709773,0,0,0,0,-0.054695259,1683.898604,0.19646388,2.062219722,0.000283708,104.5980256,69.58005956,122.8889155,87.2400134
12.075,46.00816304,0,0,0,0,-0.058129647,1683.002349,0.195739029,2.042811743,0.000284396,104.6670376,69.22660559,122.909665,86.79852605
12.1,45.95756947,0,0,0,0,-0.058625441,1685.91182,0.195022519,2.022683847,0.000286465,104.7556661,68.876546,122.9505606,86.35754417
12.125,45.90731166,0,0,0,0,-0.057489674,1690.425617,0.194238116,2.002615558,0.000288683,104.8393223,68.55367359,122.9885035,85.9436539
12.15,45.85839872,0,0,0,0,-0.055608951,1695.232954,0.193348943,1.983364926,0.000290405,104.9009945,68.26844554,123.0062845,85.56868306
12.175,45.81127086,0,0,0,0,-0.053422954,1699.438737,0.192366459,1.965549184,0.000288827,104.9339398,68.01946186,122.9953959,85.23086871
12.2,45.76607155,0,0,0,0,-0.051216371,1702.07493,0.191332601,1.949564387,0.000284123,104.9404012,67.79894378,122.955362,84.9208726
12.225,45.72272686,0,0,0,0,-0.049185343,1702.97694,0.190292137,1.935562991,0.000278322,104.9277645,67.59847094,122.8914267,84.62856499
12.25,45.68103597,0,0,0,0,-0.047431878,1702.228497,0.189270264,1.923499101,0.000271445,104.9042851,67.41239748,122.8112682,84.34734688
12.275,45.64074219,0,0,0,0,-0.045982328,1700.007538,0.188094047,1.908569839,0.00026664,104.8762828,67.23844193,122.7219792,84.07493637
12.3,45.60158631,0,0,0,0,-0.044815565,1696.52482,0.186533379,1.890514081,0.000261903,104.847106,67.07666804,122.6281941,83.81150051
12.325,45.56333594,0,0,0,0,-0.043892569,1691.976495,0.184633138,1.869579536,0.000256552,104.8180676,66.92800908,122.5313697,83.55716163
12.35,45.52579208,0,0,0,0,-0.04318443,1686.214893,0.182461339,1.846003283,0.000249298,104.7896841,66.79320418,122.4303544,83.31039599
12.375,45.48876563,0,0,0,0,-0.042677174,1679.165359,0.180071213,1.820124505,0.000241587,104.7625526,66.67221756,122.3226858,83.06798936
12.4,45.45210985,0,0,0,0,-0.042288354,1670.868007,0.177501865,1.792345896,0.000233454,104.7376021,66.56415462,122.2059734,82.82609259
12.425,45.41577485,0,0,0,0,-0.041878583,1661.19764,0.174788831,1.763104141,0.00022489,104.7159087,66.46759153,122.0788008,82.58147781
12.45,45.37988361,0,0,0,0,-0.041165737,1649.695962,0.171974128,1.732853718,0.000215801,104.698317,66.38113919,121.9409148,82.33241127
12.475,45.34484438,0,0,0,0,-0.04005618,1635.655934,0.169099826,1.702064048,0.000205995,104.6850231,66.30407095,121.7927792,82.07903586
12.5,45.31034187,0.001073466,0.000429386,0.001073466,0.000429386,-0.040041278,1620.311732,0.166172104,1.671124452,0.000201016,104.6756341,66.23605036,121.6352775,81.82260218
12.525,45.27543141,0.002969255,0.001187702,0.002969255,0.001187702,-0.040769052,1606.895469,0.163226312,1.640348171,0.000200345,104.6697799,66.17610442,121.46978,81.56391591
12.55,45.23978614,0.004837713,0.001935085,0.004837713,0.001935085,-0.041588213,1595.90804,0.160295043,1.610070031,0.000199386,104.6677365,66.1220682,121.2982214,81.30237359
12.575,45.20346438,0.006681837,0.002672735,0.006681837,0.002672735,-0.042214562,1587.291834,0.157408998,1.58060595,0.000198094,104.6704221,66.07091164,121.1229962,81.03617561
12.6,45.16664478,0.008511918,0.003404767,0.008511918,0.003404767,-0.042676465,1580.807461,0.154596893,1.552226922,0.000197121,104.6785426,66.02021641,120.9462488,80.76393975
12.625,45.12954454,0.010342099,0.00413684,0.010342099,0.00413684,-0.042766687,1576.105506,0.151886876,1.525162836,0.000196416,104.6919116,65.96912753,120.7692678,80.48588466
12.65,45.09252889,0.012201059,0.004880424,0.012201059,0.004880424,-0.042439857,1572.800886,0.149295397,1.4996268,0.00019592,104.7092228,65.91832687,120.592308,80.20397117
12.675,45.0559541,0.014159899,0.00566396,0.014159899,0.00566396,-0.041731391,1570.522481,0.146832156,1.475811863,0.000195578,104.7282442,65.86925581,120.4148078,79.92115103
12.7,45.02013246,0.016181148,0.006472459,0.016181148,0.006472459,-0.040702317,1568.944557,0.144501138,1.453891203,0.000195342,104.7463122,65.82331623,120.2358129,79.64045813
12.725,44.98530973,0.018280302,0.007312121,0.018280302,0.007312121,-0.039459227,1567.802675,0.142318669,1.434012865,0.00019517,104.7609066,65.78130742,120.0544483,79.36425948
12.75,44.95162569,0.020467882,0.008187153,0.020467882,0.008187153,-0.038079095,1566.897333,0.140295153,1.416292217,0.000195035,104.7700969,65.7432145,119.8702894,79.09389412
12.775,44.91920076,0.022752786,0.009101114,0.022752786,0.009101114,-0.03658296,1566.08938,0.138440446,1.400814348,0.000194913,104.7726864,65.7083833,119.6834888,78.82989351
12.8,44.88811601,0.025141664,0.010056666,0.025141664,0.010056666,-0.035020655,1565.291182,0.136763988,1.387630649,0.000194794,104.7681119,65.67581545,119.4947324,78.57229476
12.825,44.85841429,0.027611288,0.011044515,0.027611288,0.011044515,-0.033428853,1564.455607,0.135273202,1.376760726,0.000194668,104.7561477,65.64447548,119.3050425,78.32100506
12.85,44.83011199,0.030171867,0.012068747,0.030171867,0.012068747,-0.031831278,1563.564876,0.133972646,1.368197982,0.000194535,104.7367308,65.61345181,119.1155539,78.07602879
12.875,44.80320857,0.032844964,0.013137986,0.032844964,0.013137986,-0.030242902,1562.620605,0.132864612,1.361916112,0.000194393,104.7097926,65.58196278,118.9273444,77.83749862
12.9,44.77769363,0.035632295,0.014252918,0.035632295,0.014252918,-0.028671289,1561.63566,0.131941647,1.357874825,0.000194245,104.675171,65.54929127,118.7413401,77.60559512
12.925,44.75355248,0.038535333,0.015414133,0.038535333,0.015414133,-0.027118756,1560.628087,0.131212655,1.356022216,0.000194094,104.6326224,65.51473351,118.5582843,77.3804508
12.95,44.73076992,0.041555516,0.016622206,0.041555516,0.016622206,-0.025584342,1559.616956,0.130682791,1.356299795,0.000193943,104.5818648,65.47757294,118.3787691,77.16203967
12.975,44.70933264,0.044688751,0.0178755,0.044688751,0.0178755,-0.024064444,1558.619832,0.130328982,1.358648458,0.000193793,104.5226242,65.43710856,118.2032806,76.95023159
13,44.68923144,0.047756605,0.019102642,0.047756605,0.019102642,-0.02255257,1557.651486,0.130138761,1.363017016,0.000193648,104.4546918,65.39270814,118.0322175,76.74483571
13.025,44.67046384,0.050940923,0.020376369,0.050940923,0.020376369,-0.021032114,1556.723495,0.130113139,1.369367313,0.000193509,104.3779598,65.34386035,117.8658823,76.54563369
13.05,44.65311884,0.05427644,0.021710576,0.05427644,0.021710576,-0.019427298,1555.843807,0.130093764,1.379172048,0.000193377,104.2886336,65.28989659,117.6934403,76.35249637
13.075,44.63708819,0.057732393,0.023092957,0.057732393,0.023092957,-0.017974228,1555.015252,0.130391918,1.390834044,0.000193252,104.1883891,65.22827241,117.4963275,76.16641744
13.1,44.6223302,0.061304445,0.024521778,0.061304445,0.024521778,-0.016546822,1554.240519,0.130993764,1.404093179,0.000193136,104.0944273,65.15577565,117.3015169,75.98957476
13.125,44.60882648,0.064990965,0.025996386,0.064990965,0.025996386,-0.01513966,1553.525972,0.131887167,1.418802878,0.000193029,104.0231255,65.069553,117.1380295,75.8253937
13.15,44.59656077,0.068647576,0.02745903,0.068647576,0.02745903,-0.013752643,1552.880701,0.133053712,1.434803061,0.000192932,103.9834587,64.969567,117.0230637,75.67734632
13.175,44.58551779,0.072266438,0.028906575,0.072266438,0.028906575,-0.012383638,1552.313791,0.13444194,1.451964701,0.000192847,103.9757066,64.85859023,116.9601179,75.54769443
13.2,44.57568062,0.07599137,0.030396548,0.07599137,0.030396548,-0.011038681,1551.831717,0.135982314,1.470214305,0.000192775,103.9935811,64.74018212,116.9424086,75.43677471
13.225,44.56702635,0.079823998,0.031929599,0.079823998,0.031929599,-0.009723417,1551.436907,0.137621155,1.489534404,0.000192716,104.0278335,64.61669589,116.958347,75.34292811
13.25,44.55956219,0.083767496,0.033506999,0.083767496,0.033506999,-0.008373257,1551.128027,0.139190726,1.509945701,0.000192669,104.0699223,64.48735646,116.9962848,75.25965771
13.275,44.55322694,0.08782174,0.035128696,0.08782174,0.035128696,-0.007176799,1550.903496,0.140824411,1.531408432,0.000192636,104.1127554,64.34734968,117.0485888,75.15693348
13.3,44.54795614,0.091985922,0.036794369,0.091985922,0.036794369,-0.005979505,1550.762964,0.142756135,1.553887106,0.000192614,104.1518198,64.21137152,117.112803,75.05151383
13.325,44.54375887,0.095945433,0.038378173,0.095945433,0.038378173,-0.004768228,1550.7,0.144945272,1.577471085,0.000192605,104.1851621,64.09702345,117.1907773,74.97512366
13.35,44.5406449,0.099978366,0.039991346,0.099978366,0.039991346,-0.003555594,1550.70197,0.147319978,1.602306132,0.000192605,104.2136094,64.01067482,117.286716,74.941623
13.375,44.53860484,0.104114744,0.041645898,0.104114744,0.041645898,-0.002368958,1550.754781,0.1498228,1.628505935,0.000192613,104.2404334,63.94760914,117.404664,74.94822311
13.4,44.53760836,0.108353812,0.043341525,0.108353812,0.043341525,-0.001227972,1550.84731,0.152422233,1.656102018,0.000192627,104.2694572,63.89837263,117.5467306,74.9835303
13.425,44.5376132,0.112694553,0.045077821,0.112694553,0.045077821,-0.00014048,1550.973354,0.155103779,1.685044322,0.000192646,104.303108,63.85493432,117.7123742,75.03610311
13.45,44.53857441,0.117136223,0.046854489,0.117136223,0.046854489,0.000894411,1551.130936,0.157872951,1.715235426,0.00019267,104.3414935,63.81347497,117.8987768,75.09911262
13.475,44.54044956,0.121572441,0.048628976,0.121572441,0.048628976,0.001881246,1551.320229,0.160724785,1.746573796,0.000192698,104.3827164,63.7738579,118.1019656,75.17053635
13.5,44.54320286,0.125816247,0.050326499,0.125816247,0.050326499,0.002831834,1551.541596,0.163656543,1.778980514,0.000192731,104.4239776,63.73747828,118.3181085,75.25115519
13.525,44.54680625,0.130148585,0.052059434,0.130148585,0.052059434,0.003748586,1551.794641,0.166672287,1.812405179,0.000192769,104.4627748,63.70529972,118.544456,75.34221211
13.55,44.55123003,0.134569449,0.05382778,0.134569449,0.05382778,0.004628379,1552.078034,0.169781428,1.846815842,0.000192812,104.4976658,63.67700701,118.7796694,75.44398937
13.575,44.55644197,0.139078498,0.055631399,0.139078498,0.055631399,0.005468743,1552.389969,0.172993143,1.882184917,0.000192858,104.5284026,63.65123555,119.0235923,75.55559615
13.6,44.56240822,0.143675136,0.057470054,0.143675136,0.057470054,0.006268498,1552.728751,0.176320739,1.918479153,0.000192909,104.5555595,63.62629176,119.2767323,75.67550464
13.625,44.56909441,0.148358641,0.059343456,0.148358641,0.059343456,0.007027389,1553.093122,0.179764976,1.95565889,0.000192964,104.5799606,63.60078687,119.539727,75.80226387
13.65,44.57646656,0.15287083,0.061148332,0.15287083,0.061148332,0.007747949,1553.482237,0.183316332,1.99368214,0.000193022,104.6022021,63.57389492,119.8129825,75.93494973
13.675,44.58449702,0.157281818,0.062912727,0.157281818,0.062912727,0.008439123,1553.8955,0.186963481,2.032512705,0.000193084,104.6224401,63.54526978,120.0965381,76.07319159
13.7,44.59316134,0.161764357,0.064705743,0.161764357,0.064705743,0.009099697,1554.332393,0.19066595,2.072127593,0.00019315,104.6404104,63.51480702,120.3900724,76.21692258
13.725,44.60243135,0.166318017,0.066527207,0.166318017,0.066527207,0.009724002,1554.792174,0.194474911,2.112521964,0.000193219,104.6556626,63.48243,120.6930319,76.36607646
13.75,44.6122754,0.170942228,0.068376891,0.170942228,0.068376891,0.010309662,1555.273819,0.198385664,2.153696742,0.000193291,104.6678238,63.44794272,121.0048357,76.52044262
13.775,44.62266032,0.175636312,0.070254525,0.175636312,0.070254525,0.010855364,1555.776065,0.202392487,2.195652714,0.000193366,104.6766333,63.41100753,121.325017,76.67966693
13.8,44.63355227,0.180399502,0.072159801,0.180399502,0.072159801,0.011360637,1556.297524,0.2064922,2.238388623,0.000193445,104.6819616,63.3711947,121.6533093,76.84336238
13.825,44.64491865,0.18480743,0.073922972,0.18480743,0.073922972,0.011830929,1556.836794,0.21068412,2.281900592,0.000193526,104.6837922,63.32808857,121.9896322,77.01120283
13.85,44.65673502,0.189222957,0.075689183,0.189222957,0.075689183,0.012273733,1557.392677,0.214968544,2.32618344,0.000193609,104.6821751,63.28137573,122.3340171,77.18297256
13.875,44.6689774,0.193690619,0.077476248,0.193690619,0.077476248,0.012685416,1557.964166,0.219330789,2.371230188,0.000193695,104.6771639,63.23086452,122.6865217,77.3585605
13.9,44.68161904,0.198209671,0.079283868,0.198209671,0.079283868,0.013063263,1558.550267,0.223768266,2.417026928,0.000193783,104.6688238,63.17639329,123.0471494,77.53789403
13.925,44.69463104,0.202779252,0.081111701,0.202779252,0.081111701,0.013405088,1559.149935,0.228303788,2.463552834,0.000193872,104.6572108,63.11797311,123.4158468,77.72089771
13.95,44.70798355,0.20739844,0.082959376,0.20739844,0.082959376,0.013711651,1559.762046,0.232877781,2.510789968,0.000193964,104.6423842,63.05564236,123.7925226,77.90745969
13.975,44.72164653,0.211890859,0.084756343,0.211890859,0.084756343,0.013980212,1560.38536,0.237530672,2.55873751,0.000194058,104.6244535,62.98940967,124.1770785,78.09740343
14,44.73559286,0.215766742,0.086306697,0.215766742,0.086306697,0.014225675,1561.018684,0.242287403,2.607402495,0.000194153,104.6035198,62.91924409,124.5693308,78.29055717
14.025,44.74980795,0.219663263,0.087865305,0.219663263,0.087865305,0.014451663,1561.661197,0.247138637,2.656789189,0.000194249,104.5796778,62.84511809,124.9691196,78.4867956
14.05,44.76427368,0.223579777,0.089431911,0.223579777,0.089431911,0.014651762,1562.312227,0.252077007,2.70689652,0.000194347,104.5529601,62.76697545,125.3763746,78.68610846
14.075,44.77896743,0.227515428,0.091006171,0.227515428,0.091006171,0.014821699,1562.971049,0.257099265,2.757718972,0.000194446,104.5233349,62.68474474,125.7911026,78.88858959
14.1,44.79386353,0.231469212,0.092587685,0.231469212,0.092587685,0.014958512,1563.636834,0.262204995,2.809247727,0.000194546,104.4907522,62.59836484,126.2133461,79.09436329
14.125,44.80893418,0.235440011,0.094176004,0.235440011,0.094176004,0.01506013,1564.308627,0.26739393,2.861471095,0.000194646,104.4551933,62.50779773,126.6431449,79.30351468
14.15,44.82415064,0.238913198,0.095565279,0.238913198,0.095565279,0.015128793,1564.985368,0.272664933,2.914374619,0.000194748,104.4166967,62.41302804,127.0805179,79.5160616
14.175,44.83949567,0.241941671,0.096776669,0.241941671,0.096776669,0.015184745,1565.666139,0.278016246,2.967943462,0.00019485,104.3753522,62.31406564,127.5254589,79.73197686
14.2,44.85496004,0.244954208,0.097981683,0.244954208,0.097981683,0.015223529,1566.350394,0.283421238,3.022162081,0.000194953,104.3312737,62.21095571,127.9779346,79.95123774
14.225,44.87052805,0.247950002,0.099180001,0.247950002,0.099180001,0.015238267,1567.037626,0.288861853,3.077002014,0.000195056,104.2846121,62.10383896,128.4378396,80.17397045
14.25,44.88617883,0.250928036,0.100371214,0.250928036,0.100371214,0.015224392,1567.727231,0.294392916,3.132418518,0.000195159,104.235524,61.9929339,128.9050328,80.40012977
14.275,44.90188883,0.253887157,0.101554863,0.253887157,0.101554863,0.015181754,1568.418468,0.299970277,3.188369014,0.000195263,104.1841632,61.87847165,129.3793603,80.6295989
14.3,44.91763485,0.256826172,0.102730469,0.256826172,0.102730469,0.015106967,1569.110374,0.305606648,3.244826405,0.000195367,104.130586,61.76065055,129.8606433,80.86232512
14.325,44.9333985,0.258902849,0.103561139,0.258902849,0.103561139,0.015025354,1569.801646,0.311335058,3.301775587,0.00019547,104.074957,61.63956749,130.3487922,81.09832066
14.35,44.94917245,0.260831833,0.104332733,0.260831833,0.104332733,0.014920678,1570.488797,0.317140787,3.359202287,0.000195573,104.0174494,61.51526197,130.8437697,81.33762947
14.375,44.96494017,0.262708446,0.105083378,0.262708446,0.105083378,0.014797076,1571.170133,0.32301437,3.417085626,0.000195676,103.9581413,61.38771367,131.3455881,81.5803441
14.4,44.98068461,0.26453164,0.105812656,0.26453164,0.105812656,0.014648311,1571.845421,0.328950454,3.475402502,0.000195777,103.8970527,61.25688926,131.8542805,81.82659174
14.425,44.99638422,0.266300171,0.106520068,0.266300171,0.106520068,0.014470239,1572.514659,0.334946454,3.534127592,0.000195877,103.8342073,61.1227833,132.3698689,82.07648307
14.45,45.01205278,0.268013552,0.107205421,0.268013552,0.107205421,0.014345529,1573.178116,0.340165347,3.573006106,0.000195977,103.7694451,60.98573227,132.8923564,82.32981894
14.475,45.02778977,0.269403302,0.107761321,0.269403302,0.107761321,0.014413765,1573.841225,0.343133103,3.588323245,0.000196076,103.703169,60.84830207,133.4203972,82.58452701
14.5,45.04372913,0.270044658,0.108017863,0.270044658,0.108017863,0.014626882,1574.511095,0.344718354,3.585790309,0.000196177,103.6399554,60.7162148,133.9488518,82.83589979
14.525,45.05995706,0.270612694,0.108245078,0.270612694,0.108245078,0.014942818,1575.192949,0.345456856,3.566627638,0.000196279,103.58787,60.59846153,134.4689768,83.07699955
14.55,45.0765213,0.2711091,0.10844364,0.2711091,0.10844364,0.01533305,1575.890495,0.345338636,3.532296232,0.000196384,103.5557799,60.5042662,134.9709231,83.30082179
14.575,45.0934595,0.271535323,0.108614129,0.271535323,0.108614129,0.015792658,1576.606658,0.344185745,3.484368903,0.000196491,103.5505648,60.44021531,135.4467501,83.50261482
14.6,45.11080453,0.271892732,0.108757093,0.271892732,0.108757093,0.016312668,1577.343665,0.341909043,3.424486536,0.000196602,103.5759485,60.40954697,135.8916477,83.68053324
14.625,45.12858992,0.272182687,0.108873075,0.272182687,0.108873075,0.016908984,1578.102735,0.338548152,3.354335561,0.000196715,103.6330716,60.41322203,136.3033186,83.83475178
14.65,45.14684521,0.271711567,0.108684627,0.271711567,0.108684627,0.017531198,1578.880113,0.334174315,3.275621303,0.000196832,103.7221075,60.4511173,136.6807344,83.96614427
14.675,45.16558338,0.270870309,0.108348124,0.270870309,0.108348124,0.018196472,1579.672282,0.328942615,3.190034448,0.000196951,103.8431305,60.52314802,137.0231313,84.0753273
14.7,45.18481515,0.26993385,0.10797354,0.26993385,0.10797354,0.018877511,1580.478515,0.323060317,3.099205168,0.000197072,103.9967263,60.62964652,137.3298214,84.16250837
14.725,45.20453563,0.268902192,0.107560877,0.268902192,0.107560877,0.019554103,1581.298709,0.316593138,3.004632398,0.000197195,104.1836429,60.77078991,137.6003388,84.22777678
14.75,45.22472854,0.267774935,0.107109974,0.267774935,0.107109974,0.020211232,1582.132955,0.309602781,2.907658313,0.00019732,104.4041935,60.94608085,137.8347768,84.27155506
14.775,45.24537216,0.266551497,0.106620599,0.266551497,0.106620599,0.020842111,1582.981334,0.302160216,2.809458293,0.000197447,104.65805,61.15426088,138.0339502,84.29481592
14.8,45.26643571,0.265058396,0.106023358,0.265058396,0.106023358,0.021431274,1583.843783,0.294309661,2.711040526,0.000197577,104.9443307,61.39355837,138.1992964,84.29900087
14.825,45.2878915,0.262664703,0.105065881,0.262664703,0.105065881,0.021995936,1584.72007,0.286110408,2.613237357,0.000197708,105.261899,61.66178223,138.3325872,84.28580989
14.85,45.30972487,0.260142533,0.104057013,0.260142533,0.104057013,0.022536466,1585.610104,0.277722533,2.516709813,0.000197842,105.6095471,61.95720539,138.435739,84.25710844
14.875,45.33191581,0.257491436,0.102996574,0.257491436,0.102996574,0.023046967,1586.513696,0.269099352,2.42198721,0.000197977,105.9861161,62.27843911,138.5106758,84.21459042
14.9,45.35443873,0.254710802,0.101884321,0.254710802,0.101884321,0.023515931,1587.430302,0.26038767,2.329512043,0.000198115,106.3905509,62.62413363,138.5592762,84.15981991
14.925,45.37725932,0.251799741,0.100719896,0.251799741,0.100719896,0.023940829,1588.359088,0.25160441,2.239637843,0.000198254,106.8216939,62.99285659,138.5834051,84.09443962
14.95,45.40034174,0.248757336,0.099502934,0.248757336,0.099502934,0.024315381,1589.298866,0.242856532,2.152642729,0.000198395,107.2782666,63.38314144,138.5849395,84.02012753
14.975,45.42364519,0.245066628,0.098026651,0.245066628,0.098026651,0.024641098,1590.248234,0.234215949,2.068727163,0.000198537,107.7589812,63.79327566,138.5661217,83.93872627
15,45.44713903,0.240975434,0.096390174,0.240975434,0.096390174,0.024932755,1591.205793,0.22567227,1.988010823,0.000198681,108.2623444,64.22130047,138.5295496,83.85220467
